,actor_name,film,film_id
1278,Salma Nolte,Doctor Grail,238
1279,Albert Nolte,Doctor Grail,238
1280,Cate Mcqueen,Doctor Grail,238
1281,Jon Chase,Doctor Grail,238
1282,Kirk Jovovich,Dogma Family,239
1283,Henry Berry,Dogma Family,239
1284,Groucho Sinatra,Dogma Family,239
1285,Sidney Crowe,Dogma Family,239
1286,Gina Degeneres,Dogma Family,239
1287,River Dean,Dogma Family,239
1288,Christopher West,Dogma Family,239
1289,Cary Mcconaughey,Dolls Rage,240
1290,Vivien Bergen,Donnie Alley,241
1291,Rip Crawford,Donnie Alley,241
1292,Tom Mckellen,Donnie Alley,241
1293,Dustin Tautou,Donnie Alley,241
1294,Groucho Dunst,Donnie Alley,241
1295,Vivien Basinger,Donnie Alley,241
1296,Will Wilson,Donnie Alley,241
1297,Cameron Streep,Doom Dancing,242
1298,Nick Stallone,Doom Dancing,242
1299,Christian Akroyd,Doom Dancing,242
1300,Jessica Bailey,Doom Dancing,242
1301,Mae Hoffman,Doom Dancing,242
1302,Woody Jolie,Doom Dancing,242
1303,Warren Nolte,Doom Dancing,242
1304,Chris Depp,Doom Dancing,242
1305,Karl Berry,Doors President,243
1306,Lucille Tracy,Doors President,243
1307,Natalie Hopkins,Doors President,243
1308,Christian Akroyd,Doors President,243
1309,Sylvester Dern,Doors President,243
1310,Gene Hopkins,Doors President,243
1311,Ed Mansfield,Doors President,243
1312,Kim Allen,Doors President,243
1313,Reese West,Doors President,243
1314,Audrey Olivier,Dorado Notting,244
1315,Jessica Bailey,Dorado Notting,244
1316,Gene Willis,Dorado Notting,244
1317,Fay Wood,Dorado Notting,244
1318,Kevin Bloom,Double Wrath,245
1319,Burt Dukakis,Double Wrath,245
1320,Frances Day-Lewis,Double Wrath,245
1321,Gary Penn,Double Wrath,245
1322,Cary Mcconaughey,Double Wrath,245
1323,Daryl Wahlberg,Double Wrath,245
1324,Harrison Bale,Double Wrath,245
1325,Julianne Dench,Double Wrath,245
1326,Harrison Bale,Doubtfire Labyrinth,246
1327,Renee Tracy,Doubtfire Labyrinth,246
1328,Julianne Dench,Doubtfire Labyrinth,246
1329,Scarlett Bening,Doubtfire Labyrinth,246
1330,Kenneth Hoffman,Doubtfire Labyrinth,246
1331,Woody Jolie,Downhill Enough,247
1332,Ben Willis,Downhill Enough,247
1333,Daryl Crawford,Downhill Enough,247
1334,Harvey Hope,Downhill Enough,247
1335,Natalie Hopkins,Dozen Lion,248
1336,Cameron Wray,Dozen Lion,248
1337,Jada Ryder,Dozen Lion,248
1338,Ben Harris,Dozen Lion,248
1339,Laura Brody,Dozen Lion,248
1340,Kenneth Hoffman,Dozen Lion,248
1341,Nick Wahlberg,Dracula Crystal,249
1342,Jodie Degeneres,Dracula Crystal,249
1343,Carmen Hunt,Dracula Crystal,249
1344,Cameron Wray,Dracula Crystal,249
1345,Michelle Mcconaughey,Dracula Crystal,249
1346,Sean Williams,Dracula Crystal,249
1347,Ben Willis,Dracula Crystal,249
1348,Greg Chaplin,Dracula Crystal,249
1349,Morgan Hopkins,Dracula Crystal,249
1350,Daryl Crawford,Dracula Crystal,249
1351,Morgan Williams,Dracula Crystal,249
1352,Ian Tandy,Dracula Crystal,249
1353,Reese West,Dracula Crystal,249
1354,Anne Cronyn,Dragon Squad,250
1355,Spencer Peck,Dragon Squad,250
1356,Jim Mostel,Dragon Squad,250
1357,Spencer Depp,Dragon Squad,250
1358,Susan Davis,Dragon Squad,250
1359,Albert Nolte,Dragon Squad,250
1360,Gene Hopkins,Dragon Squad,250
1361,Ed Guiness,Dragon Squad,250
1362,Christian Gable,Dragonfly Strangers,251
1363,Angelina Astaire,Dragonfly Strangers,251
1364,Fay Winslet,Dragonfly Strangers,251
1365,Milla Peck,Dream Pickup,252
1366,Jodie Degeneres,Dream Pickup,252
1367,Humphrey Willis,Dream Pickup,252
1368,Jon Chase,Dream Pickup,252
1369,Vivien Bergen,Drifter Commandments,253
1370,Kirsten Paltrow,Drifter Commandments,253
1371,Val Bolger,Drifter Commandments,253
1372,Henry Berry,Drifter Commandments,253
1373,Spencer Peck,Drifter Commandments,253
1374,Al Garland,Drifter Commandments,253
1375,Audrey Bailey,Drifter Commandments,253
1376,Uma Wood,Driver Annie,254
1377,Sandra Kilmer,Driver Annie,254
1378,Parker Goldberg,Driver Annie,254
1379,Christian Akroyd,Driver Annie,254
1380,Charlize Dench,Driver Annie,254
1381,Morgan Mcdormand,Driver Annie,254
1382,Morgan Williams,Driver Annie,254
1383,Fay Winslet,Driver Annie,254
1384,Matthew Johansson,Driving Polish,255
1385,Vivien Bergen,Driving Polish,255
1386,Rip Winslet,Driving Polish,255
1387,Susan Davis,Driving Polish,255
1388,Penelope Monroe,Driving Polish,255
1389,Nick Degeneres,Driving Polish,255
1390,Will Wilson,Driving Polish,255
1391,Bette Nicholson,Drop Waterfront,256
1392,Cameron Streep,Drop Waterfront,256
1393,Judy Dean,Drop Waterfront,256
1394,Mena Temple,Drop Waterfront,256
1395,Jessica Bailey,Drop Waterfront,256
1396,Meg Hawke,Drop Waterfront,256
1397,Frances Tomei,Drop Waterfront,256
1398,Ed Mansfield,Drop Waterfront,256
1399,,Drumline Cyclone,257
1400,Vivien Bergen,Drums Dynamite,258
1401,Jude Cruise,Drums Dynamite,258
1402,Morgan Hopkins,Drums Dynamite,258
1403,Lucille Dee,Drums Dynamite,258
1404,Whoopi Hurt,Drums Dynamite,258
1405,Jeff Silverstone,Drums Dynamite,258
1406,Reese West,Drums Dynamite,258
1407,Woody Hoffman,Duck Racer,259
1408,Penelope Cronyn,Duck Racer,259
1409,Sandra Peck,Dude Blindness,260
1410,Val Bolger,Dude Blindness,260
1411,Groucho Sinatra,Dude Blindness,260
1412,Ralph Cruz,Dude Blindness,260
1413,Scarlett Damon,Dude Blindness,260
1414,Scarlett Bening,Dude Blindness,260
1415,Angela Witherspoon,Dude Blindness,260
1416,Cary Mcconaughey,Duffel Apocalypse,261
1417,Groucho Sinatra,Duffel Apocalypse,261
1418,Ewan Gooding,Duffel Apocalypse,261
1419,Sandra Peck,Dumbo Lust,262
1420,Henry Berry,Dumbo Lust,262
1421,Mae Hoffman,Dumbo Lust,262
1422,Ralph Cruz,Dumbo Lust,262
1423,Sean Guiness,Dumbo Lust,262
1424,Ed Mansfield,Dumbo Lust,262
1425,Ewan Gooding,Dumbo Lust,262
1426,Fay Wood,Dumbo Lust,262
1427,Mary Keitel,Dumbo Lust,262
1428,Matthew Johansson,Durham Panky,263
1429,Woody Hoffman,Durham Panky,263
1430,Milla Keitel,Durham Panky,263
1431,Ben Willis,Durham Panky,263
1432,Susan Davis,Durham Panky,263
1433,Scarlett Bening,Durham Panky,263
1434,Frances Tomei,Durham Panky,263
1435,Morgan Williams,Durham Panky,263
1436,Fay Wood,Durham Panky,263
1437,Mary Keitel,Dwarfs Alter,264
1438,Groucho Sinatra,Dying Maker,265
1439,Michael Bolger,Dying Maker,265
1440,Bob Fawcett,Dynamite Tarzan,266
1441,Charlize Dench,Dynamite Tarzan,266
1442,Julianne Dench,Dynamite Tarzan,266
1443,Ewan Gooding,Dynamite Tarzan,266
1444,Cuba Birch,Dynamite Tarzan,266
1445,Fred Costner,Eagles Panky,267
1446,Frances Day-Lewis,Eagles Panky,267
1447,Jude Cruise,Eagles Panky,267
1448,Mae Hoffman,Eagles Panky,267
1449,Scarlett Damon,Eagles Panky,267
1450,Chris Depp,Eagles Panky,267
1451,Dan Torn,Early Home,268
1452,Mena Temple,Early Home,268
1453,Scarlett Damon,Early Home,268
1454,Ben Willis,Early Home,268
1455,Walter Torn,Early Home,268
1456,Morgan Williams,Early Home,268
1457,Fred Costner,Earring Instinct,269
1458,Lucille Tracy,Earring Instinct,269
1459,Mae Hoffman,Earring Instinct,269
1460,Rita Reynolds,Earring Instinct,269
1461,Harvey Hope,Earring Instinct,269
1462,Kenneth Torn,Earth Vision,270
1463,Richard Penn,Earth Vision,270
1464,Jayne Nolte,Earth Vision,270
1465,Fred Costner,Easy Gladiator,271
1466,Matthew Leigh,Easy Gladiator,271
1467,Ed Mansfield,Easy Gladiator,271
1468,Jayne Neeson,Edge Kissing,272
1469,Angela Witherspoon,Edge Kissing,272
1470,Cuba Birch,Edge Kissing,272
1471,Julia Mcqueen,Effect Gladiator,273
1472,Alec Wayne,Effect Gladiator,273
1473,Nick Stallone,Effect Gladiator,273
1474,Julia Barrymore,Effect Gladiator,273
1475,Renee Tracy,Effect Gladiator,273
1476,Olympia Pfeiffer,Effect Gladiator,273
1477,Lisa Monroe,Effect Gladiator,273
1478,Lucille Tracy,Egg Igby,274
1479,Tom Mckellen,Egg Igby,274
1480,Natalie Hopkins,Egg Igby,274
1481,Meryl Gibson,Egg Igby,274
1482,Oprah Kilmer,Egg Igby,274
1483,Cuba Olivier,Egypt Tenenbaums,275
1484,Gary Penn,Egypt Tenenbaums,275
1485,Kenneth Torn,Egypt Tenenbaums,275
1486,Susan Davis,Egypt Tenenbaums,275
1487,Chris Depp,Egypt Tenenbaums,275
1488,Kirk Jovovich,Element Freddy,276
1489,Angela Hudson,Element Freddy,276
1490,Meryl Gibson,Element Freddy,276
1491,Bela Walken,Element Freddy,276
1492,Penelope Guiness,Elephant Trojan,277
1493,Cameron Streep,Elephant Trojan,277
1494,Val Bolger,Elephant Trojan,277
1495,Gina Degeneres,Elephant Trojan,277
1496,Harrison Bale,Elephant Trojan,277
1497,Cameron Wray,Elf Murder,278
1498,Warren Nolte,Elf Murder,278
1499,Gene Hopkins,Elf Murder,278
1500,Albert Johansson,Elf Murder,278
1501,Audrey Bailey,Elf Murder,278
1502,Dan Torn,Elizabeth Shane,279
1503,Ben Willis,Elizabeth Shane,279
1504,Oprah Kilmer,Elizabeth Shane,279
1505,Cuba Olivier,Empire Malkovich,280
1506,Fred Costner,Empire Malkovich,280
1507,Helen Voight,Empire Malkovich,280
1508,Dan Torn,Empire Malkovich,280
1509,Ray Johansson,Empire Malkovich,280
1510,Ralph Cruz,Empire Malkovich,280
1511,Ellen Presley,Empire Malkovich,280
1512,Sidney Crowe,Empire Malkovich,280
1513,Richard Penn,Empire Malkovich,280
1514,Zero Cage,Encino Elf,281
1515,Kirsten Paltrow,Encino Elf,281
1516,Ben Willis,Encino Elf,281
1517,James Pitt,Encino Elf,281
1518,Sylvester Dern,Encino Elf,281
1519,Harvey Hope,Encino Elf,281
1520,Alec Wayne,Encounters Curtain,282
1521,Anne Cronyn,Encounters Curtain,282
1522,Ewan Gooding,Encounters Curtain,282
1523,Meryl Gibson,Encounters Curtain,282
1524,Zero Cage,Ending Crowds,283
1525,Burt Dukakis,Ending Crowds,283
1526,Mary Tandy,Ending Crowds,283
1527,Sidney Crowe,Ending Crowds,283
1528,Christopher West,Ending Crowds,283
1529,Vivien Bergen,Enemy Odds,284
1530,Liza Bergman,Enemy Odds,284
1531,Ewan Gooding,Enemy Odds,284
1532,Bela Walken,Enemy Odds,284
1533,Mena Temple,English Bulworth,285
1534,Penelope Pinkett,English Bulworth,285
1535,Matthew Leigh,English Bulworth,285
1536,Jayne Nolte,English Bulworth,285
1537,Fay Wood,English Bulworth,285
1538,Johnny Lollobrigida,Enough Raging,286
1539,Sandra Peck,Enough Raging,286
1540,Sean Williams,Enough Raging,286
1541,Julianne Dench,Enough Raging,286
1542,Kevin Garland,Enough Raging,286
1543,Richard Penn,Enough Raging,286
1544,Al Garland,Enough Raging,286
1545,Matthew Carrey,Enough Raging,286
1546,Michael Bolger,Enough Raging,286
1547,Fred Costner,Entrapment Satisfaction,287
1548,Woody Hoffman,Entrapment Satisfaction,287
1549,Frances Day-Lewis,Entrapment Satisfaction,287
1550,Penelope Cronyn,Entrapment Satisfaction,287
1551,Johnny Lollobrigida,Escape Metropolis,288
1552,Natalie Hopkins,Escape Metropolis,288
1553,Frances Tomei,Escape Metropolis,288
1554,Ed Mansfield,Escape Metropolis,288
1555,Ed Chase,Eve Resurrection,289
1556,Susan Davis,Eve Resurrection,289
1557,Scarlett Bening,Eve Resurrection,289
1558,Kenneth Hoffman,Eve Resurrection,289
1559,Gene Mckellen,Eve Resurrection,289
1560,Rock Dukakis,Eve Resurrection,289
1561,Goldie Brody,Everyone Craft,290
1562,Michelle Mcconaughey,Everyone Craft,290
1563,Woody Jolie,Everyone Craft,290
1564,James Pitt,Everyone Craft,290
1565,Minnie Zellweger,Everyone Craft,290
1566,Elvis Marx,Evolution Alter,291
1567,Ray Johansson,Evolution Alter,291
1568,Angela Witherspoon,Evolution Alter,291
1569,Greta Malden,Evolution Alter,291
1570,Ed Guiness,Evolution Alter,291
1571,Burt Temple,Evolution Alter,291
1572,Grace Mostel,Excitement Eve,292
1573,Vivien Bergen,Excitement Eve,292
1574,Sandra Peck,Excitement Eve,292
1575,Penelope Pinkett,Excitement Eve,292
1576,Kenneth Paltrow,Excitement Eve,292
1577,Gina Degeneres,Excitement Eve,292
1578,Susan Davis,Excitement Eve,292
1579,Morgan Hopkins,Excitement Eve,292
1580,Goldie Brody,Exorcist Sting,293
1581,Angela Witherspoon,Exorcist Sting,293
1582,Kim Allen,Exorcist Sting,293
1583,Vivien Basinger,Exorcist Sting,293
1584,Gregory Gooding,Exorcist Sting,293
1585,Elvis Marx,Expecations Natural,294
1586,Daryl Wahlberg,Expecations Natural,294
1587,Laurence Bullock,Expecations Natural,294
1588,Frances Day-Lewis,Expendable Stallion,295
1589,Dustin Tautou,Expendable Stallion,295
1590,Jayne Neeson,Expendable Stallion,295
1591,Fay Winslet,Expendable Stallion,295
1592,Alec Wayne,Express Lonely,296
1593,Parker Goldberg,Express Lonely,296
1594,Rip Winslet,Express Lonely,296
1595,Sean Williams,Express Lonely,296
1596,Minnie Zellweger,Express Lonely,296
1597,Albert Johansson,Express Lonely,296
1598,Olympia Pfeiffer,Express Lonely,296
1599,Gregory Gooding,Express Lonely,296
1600,Henry Berry,Extraordinary Conquerer,297
1601,Minnie Zellweger,Extraordinary Conquerer,297
1602,Chris Bridges,Extraordinary Conquerer,297
1603,Liza Bergman,Extraordinary Conquerer,297
1604,Fay Wood,Extraordinary Conquerer,297
1605,Nick Degeneres,Extraordinary Conquerer,297
1606,Renee Ball,Extraordinary Conquerer,297
1607,Dan Harris,Eyes Driving,298
1608,Renee Tracy,Eyes Driving,298
1609,Fay Winslet,Eyes Driving,298
1610,Michael Bening,Eyes Driving,298
1611,Jayne Silverstone,Eyes Driving,298
1612,Sissy Sobieski,Factory Dragon,299
1613,Henry Berry,Factory Dragon,299
1614,Mae Hoffman,Factory Dragon,299
1615,Cate Mcqueen,Factory Dragon,299
1616,Meryl Gibson,Factory Dragon,299
1617,Mena Hopper,Factory Dragon,299
1618,Mary Tandy,Falcon Volume,300
1619,Kenneth Paltrow,Falcon Volume,300
1620,Salma Nolte,Falcon Volume,300
1621,Ed Mansfield,Falcon Volume,300
1622,Sandra Peck,Family Sweet,301
1623,Penelope Pinkett,Family Sweet,301
1624,Burt Posey,Family Sweet,301
1625,Groucho Sinatra,Family Sweet,301
1626,Daryl Wahlberg,Family Sweet,301
1627,Fay Wood,Family Sweet,301
1628,Kenneth Hoffman,Family Sweet,301
1629,Matthew Carrey,Family Sweet,301
1630,Debbie Akroyd,Family Sweet,301
1631,Warren Nolte,Fantasia Park,302
1632,Harrison Bale,Fantasia Park,302
1633,Groucho Williams,Fantasia Park,302
1634,Natalie Hopkins,Fantasy Troopers,303
1635,Greg Chaplin,Fantasy Troopers,303
1636,Sean Guiness,Fantasy Troopers,303
1637,Ian Tandy,Fantasy Troopers,303
1638,Greta Malden,Fantasy Troopers,303
1639,Christopher West,Fantasy Troopers,303
1640,Jon Chase,Fantasy Troopers,303
1641,Bela Walken,Fantasy Troopers,303
1642,Mary Keitel,Fantasy Troopers,303
1643,Michelle Mcconaughey,Fargo Gandhi,304
1644,Scarlett Damon,Fargo Gandhi,304
1645,Kenneth Pesci,Fargo Gandhi,304
1646,Morgan Williams,Fargo Gandhi,304
1647,Christopher West,Fargo Gandhi,304
1648,Milla Peck,Fatal Haunted,305
1649,Jodie Degeneres,Fatal Haunted,305
1650,Angela Hudson,Fatal Haunted,305
1651,Morgan Mcdormand,Fatal Haunted,305
1652,Fay Winslet,Fatal Haunted,305
1653,Will Wilson,Fatal Haunted,305
1654,Milla Peck,Feathers Metal,306
1655,Natalie Hopkins,Feathers Metal,306
1656,Christian Akroyd,Feathers Metal,306
1657,Kenneth Paltrow,Feathers Metal,306
1658,Woody Jolie,Feathers Metal,306
1659,Charlize Dench,Feathers Metal,306
1660,Scarlett Bening,Feathers Metal,306
1661,Jayne Nolte,Feathers Metal,306
1662,Nick Degeneres,Feathers Metal,306
1663,Mena Temple,Fellowship Autumn,307
1664,Fay Kilmer,Fellowship Autumn,307
1665,Dan Harris,Fellowship Autumn,307
1666,Christian Neeson,Fellowship Autumn,307
1667,Ray Johansson,Fellowship Autumn,307
1668,Salma Nolte,Fellowship Autumn,307
1669,Christopher West,Fellowship Autumn,307
1670,Sissy Sobieski,Ferris Mother,308
1671,Tim Hackman,Feud Frogmen,309
1672,Tom Miranda,Feud Frogmen,309
1673,Penelope Cronyn,Feud Frogmen,309
1674,Mary Keitel,Feud Frogmen,309
1675,Helen Voight,Fever Empire,310
1676,Fay Winslet,Fever Empire,310
1677,Audrey Bailey,Fever Empire,310
1678,Kevin Bloom,Fiction Christmas,311
1679,Alec Wayne,Fiction Christmas,311
1680,Cuba Allen,Fiction Christmas,311
1681,Adam Hopper,Fiction Christmas,311
1682,Lisa Monroe,Fiction Christmas,311
1683,Matthew Carrey,Fiction Christmas,311
1684,Rock Dukakis,Fiction Christmas,311
1685,Mary Keitel,Fiction Christmas,311
1686,Tim Hackman,Fiddler Lost,312
1687,Frances Day-Lewis,Fiddler Lost,312
1688,James Pitt,Fiddler Lost,312
1689,Spencer Peck,Fiddler Lost,312
1690,Daryl Wahlberg,Fiddler Lost,312
1691,Meg Hawke,Fiddler Lost,312
1692,Russell Bacall,Fiddler Lost,312
1693,Scarlett Bening,Fiddler Lost,312
1694,Cate Mcqueen,Fiddler Lost,312
1695,Angela Witherspoon,Fiddler Lost,312
1696,Ian Tandy,Fiddler Lost,312
1697,Helen Voight,Fidelity Devil,313
1698,Penelope Cronyn,Fidelity Devil,313
1699,Alan Dreyfuss,Fidelity Devil,313
1700,Russell Close,Fidelity Devil,313
1701,Nick Wahlberg,Fight Jawbreaker,314
1702,Albert Johansson,Fight Jawbreaker,314
1703,Meryl Gibson,Fight Jawbreaker,314
1704,Frances Day-Lewis,Finding Anaconda,315
1705,Rip Winslet,Finding Anaconda,315
1706,Matthew Leigh,Finding Anaconda,315
1707,Sidney Crowe,Finding Anaconda,315
1708,Cuba Birch,Finding Anaconda,315
1709,Johnny Lollobrigida,Fire Wolves,316
1710,Christian Akroyd,Fire Wolves,316
1711,Woody Jolie,Fire Wolves,316
1712,Renee Tracy,Fire Wolves,316
1713,River Dean,Fire Wolves,316
1714,Val Bolger,Fireball Philadelphia,317
1715,Jude Cruise,Fireball Philadelphia,317
1716,Adam Grant,Fireball Philadelphia,317
1717,James Pitt,Fireball Philadelphia,317
1718,Frances Tomei,Fireball Philadelphia,317
1719,Sandra Peck,Firehouse Vietnam,318
1720,Matthew Leigh,Firehouse Vietnam,318
1721,Fay Winslet,Firehouse Vietnam,318
1722,Ben Harris,Firehouse Vietnam,318
1723,Olympia Pfeiffer,Firehouse Vietnam,318
1724,Parker Goldberg,Fish Opus,319
1725,Laurence Bullock,Fish Opus,319
1726,Goldie Brody,Flamingos Connecticut,320
1727,Tom Miranda,Flamingos Connecticut,320
1728,Fay Kilmer,Flamingos Connecticut,320
1729,Kenneth Torn,Flamingos Connecticut,320
1730,Gene Willis,Flamingos Connecticut,320
1731,Jane Jackman,Flamingos Connecticut,320
1732,Rita Reynolds,Flamingos Connecticut,320
1733,Albert Johansson,Flamingos Connecticut,320
1734,Jon Chase,Flamingos Connecticut,320
1735,Nick Wahlberg,Flash Wars,321
1736,Matthew Johansson,Flash Wars,321
1737,Dan Torn,Flash Wars,321
1738,Kirsten Paltrow,Flash Wars,321
1739,Sandra Peck,Flash Wars,321
1740,Milla Keitel,Flash Wars,321
1741,Greta Malden,Flash Wars,321
1742,Nick Stallone,Flatliners Killer,322
1743,Gary Penn,Flatliners Killer,322
1744,Kenneth Torn,Flatliners Killer,322
1745,Jim Mostel,Flatliners Killer,322
1746,Russell Bacall,Flatliners Killer,322
1747,Morgan Hopkins,Flatliners Killer,322
1748,Scarlett Bening,Flatliners Killer,322
1749,Mena Hopper,Flatliners Killer,322
1750,Rock Dukakis,Flatliners Killer,322
1751,,Flight Lies,323
1752,Albert Nolte,Flintstones Happiness,324
1753,Humphrey Willis,Flintstones Happiness,324
1754,Debbie Akroyd,Flintstones Happiness,324
1755,Bela Walken,Flintstones Happiness,324
1756,Rip Winslet,Floats Garden,325
1757,Sean Williams,Floats Garden,325
1758,Ellen Presley,Floats Garden,325
1759,Jim Mostel,Floats Garden,325
1760,Cameron Zellweger,Floats Garden,325
1761,Cuba Olivier,Flying Hook,326
1762,Johnny Cage,Flying Hook,326
1763,Walter Torn,Flying Hook,326
1764,Cate Mcqueen,Flying Hook,326
1765,Greta Keitel,Flying Hook,326
1766,Greta Malden,Flying Hook,326
1767,Nick Degeneres,Flying Hook,326
1768,Kenneth Hoffman,Flying Hook,326
1769,Rip Crawford,Fool Mockingbird,327
1770,Natalie Hopkins,Fool Mockingbird,327
1771,Jada Ryder,Forever Candidate,328
1772,Ed Chase,Forrest Sons,329
1773,Rip Crawford,Forrest Sons,329
1774,Daryl Wahlberg,Forrest Sons,329
1775,Walter Torn,Forrest Sons,329
1776,Mary Keitel,Forrest Sons,329
1777,Kirk Jovovich,Forrester Comancheros,330
1778,Reese Kilmer,Forrester Comancheros,330
1779,Sean Guiness,Forrester Comancheros,330
1780,Rip Winslet,Forward Temple,331
1781,Sean Williams,Forward Temple,331
1782,Greg Chaplin,Forward Temple,331
1783,Scarlett Damon,Frankenstein Stranger,332
1784,Ben Harris,Frankenstein Stranger,332
1785,Tom Miranda,Freaky Pocus,333
1786,Matthew Leigh,Freaky Pocus,333
1787,Sidney Crowe,Freaky Pocus,333
1788,Kevin Garland,Freaky Pocus,333
1789,Fay Winslet,Freaky Pocus,333
1790,Julia Mcqueen,Freddy Storm,334
1791,Henry Berry,Freddy Storm,334
1792,Walter Torn,Freddy Storm,334
1793,Cameron Streep,Freedom Cleopatra,335
1794,Alec Wayne,Freedom Cleopatra,335
1795,Tom Mckellen,Freedom Cleopatra,335
1796,Ray Johansson,Freedom Cleopatra,335
1797,Christopher Berry,Freedom Cleopatra,335
1798,Ed Chase,French Holiday,336
1799,Audrey Olivier,French Holiday,336
1800,Jodie Degeneres,French Holiday,336
1801,Dan Streep,French Holiday,336
1802,Cate Mcqueen,French Holiday,336
1803,Will Wilson,French Holiday,336
1804,Humphrey Garland,French Holiday,336
1805,Uma Wood,Frida Slipper,337
1806,Jayne Neeson,Frida Slipper,337
1807,Minnie Zellweger,Frida Slipper,337
1808,Kenneth Torn,Frida Slipper,337
1809,Renee Tracy,Frida Slipper,337
1810,Tom Mckellen,Frisco Forrest,338
1811,Angela Hudson,Frisco Forrest,338
1812,Kirsten Akroyd,Frisco Forrest,338
1813,Gina Degeneres,Frisco Forrest,338
1814,Dan Streep,Frisco Forrest,338
1815,Liza Bergman,Frisco Forrest,338
1816,Albert Nolte,Frisco Forrest,338
1817,Richard Penn,Frisco Forrest,338
1818,Rock Dukakis,Frisco Forrest,338
1819,Ben Willis,Frogmen Breaking,339
1820,Ellen Presley,Frogmen Breaking,339
1821,Morgan Mcdormand,Frogmen Breaking,339
1822,River Dean,Frogmen Breaking,339
1823,Russell Temple,Frogmen Breaking,339
1824,Laurence Bullock,Frogmen Breaking,339
1825,Johnny Lollobrigida,Frontier Cabin,340
1826,Rip Crawford,Frontier Cabin,340
1827,Fay Kilmer,Frontier Cabin,340
1828,Jude Cruise,Frontier Cabin,340
1829,Ben Willis,Frontier Cabin,340
1830,Harvey Hope,Frontier Cabin,340
1831,Ed Chase,Frost Head,341
1832,Carmen Hunt,Frost Head,341
1833,Ralph Cruz,Frost Head,341
1834,Gene Hopkins,Frost Head,341
1835,Cate Harris,Frost Head,341
1836,Fay Winslet,Frost Head,341
1837,Laurence Bullock,Frost Head,341
1838,Cuba Olivier,Fugitive Maguire,342
1839,Alec Wayne,Fugitive Maguire,342
1840,Mary Tandy,Fugitive Maguire,342
1841,Ralph Cruz,Fugitive Maguire,342
1842,Charlize Dench,Fugitive Maguire,342
1843,Meg Hawke,Fugitive Maguire,342
1844,Richard Penn,Fugitive Maguire,342
1845,Emily Dee,Fugitive Maguire,342
1846,Geoffrey Heston,Fugitive Maguire,342
1847,Laura Brody,Fugitive Maguire,342
1848,Olympia Pfeiffer,Fugitive Maguire,342
1849,Michelle Mcconaughey,Full Flatliners,343
1850,Cary Mcconaughey,Full Flatliners,343
1851,Ralph Cruz,Full Flatliners,343
1852,Susan Davis,Full Flatliners,343
1853,Scarlett Bening,Full Flatliners,343
1854,Laura Brody,Full Flatliners,343
1855,Karl Berry,Fury Murder,344
1856,Kirk Jovovich,Fury Murder,344
1857,Woody Jolie,Fury Murder,344
1858,Laura Brody,Fury Murder,344
1859,Fred Costner,Gables Metropolis,345
1860,Rip Crawford,Gables Metropolis,345
1861,Frances Day-Lewis,Gables Metropolis,345
1862,Ray Johansson,Gables Metropolis,345
1863,Groucho Dunst,Gables Metropolis,345
1864,Cate Mcqueen,Gables Metropolis,345
1865,Adam Hopper,Gables Metropolis,345
1866,Groucho Williams,Gables Metropolis,345
1867,Uma Wood,Galaxy Sweethearts,346
1868,Debbie Akroyd,Galaxy Sweethearts,346
1869,Thora Temple,Galaxy Sweethearts,346
1870,Julia Mcqueen,Games Bowfinger,347
1871,Angela Hudson,Games Bowfinger,347
1872,Rip Winslet,Games Bowfinger,347
1873,Burt Posey,Games Bowfinger,347
1874,Matthew Leigh,Games Bowfinger,347
1875,Frances Tomei,Games Bowfinger,347
1876,Humphrey Willis,Games Bowfinger,347
1877,Mary Keitel,Games Bowfinger,347
1878,Zero Cage,Gandhi Kwai,348
1879,Lucille Tracy,Gandhi Kwai,348
1880,Anne Cronyn,Gandhi Kwai,348
1881,Penelope Pinkett,Gandhi Kwai,348
1882,Angelina Astaire,Gandhi Kwai,348
1883,Meg Hawke,Gandhi Kwai,348
1884,Gina Degeneres,Gandhi Kwai,348
1885,Daryl Crawford,Gandhi Kwai,348
1886,Elvis Marx,Gangs Pride,349
1887,Frances Day-Lewis,Gangs Pride,349
1888,Fay Wood,Gangs Pride,349
1889,Kenneth Hoffman,Gangs Pride,349
1890,Mary Tandy,Garden Island,350
1891,Warren Nolte,Garden Island,350
1892,Jada Ryder,Garden Island,350
1893,Grace Mostel,Gaslight Crusade,351
1894,Julia Barrymore,Gaslight Crusade,351
1895,Walter Torn,Gaslight Crusade,351
1896,Richard Penn,Gaslight Crusade,351
1897,Fay Winslet,Gaslight Crusade,351
1898,Michael Bening,Gathering Calendar,352
1899,Burt Temple,Gathering Calendar,352
1900,Meryl Allen,Gathering Calendar,352
1901,Tom Mckellen,Gentlemen Stage,353
1902,Daryl Wahlberg,Gentlemen Stage,353
1903,Morgan Hopkins,Gentlemen Stage,353
1904,Liza Bergman,Gentlemen Stage,353
1905,Rita Reynolds,Gentlemen Stage,353
1906,Greta Malden,Gentlemen Stage,353
1907,Harvey Hope,Gentlemen Stage,353
1908,Ed Guiness,Gentlemen Stage,353
1909,Dan Harris,Ghost Groundhog,354
1910,Kenneth Torn,Ghost Groundhog,354
1911,Kevin Garland,Ghost Groundhog,354
1912,Russell Temple,Ghost Groundhog,354
1913,Renee Ball,Ghost Groundhog,354
